"vaccine_uptake","v1_transmission_effectiveness","v2_transmission_effectiveness","strategy","relax_triggers","day","new_cases"
75,75,75,"Tight Suppression","No",3,44
90,75,75,"Tight Suppression","No",3,36
60,90,75,"Tight Suppression","No",3,39
75,90,75,"Tight Suppression","No",3,39
90,90,75,"Tight Suppression","No",3,35
60,50,90,"Tight Suppression","No",3,26
75,50,90,"Tight Suppression","No",3,24
90,50,90,"Tight Suppression","No",3,23
60,75,90,"Tight Suppression","No",3,14
75,75,90,"Tight Suppression","No",3,10
90,75,90,"Tight Suppression","No",3,17
60,90,90,"Tight Suppression","No",3,17
75,90,90,"Tight Suppression","No",3,14
90,90,90,"Tight Suppression","No",3,14
60,50,50,"Loose Suppression","No",3,15
75,50,50,"Loose Suppression","No",3,12
90,50,50,"Loose Suppression","No",3,15
60,75,50,"Loose Suppression","No",3,13
75,75,50,"Loose Suppression","No",3,11
90,75,50,"Loose Suppression","No",3,14
60,90,50,"Loose Suppression","No",3,7
75,90,50,"Loose Suppression","No",3,1
90,90,50,"Loose Suppression","No",3,2
60,50,75,"Loose Suppression","No",3,4
75,50,75,"Loose Suppression","No",3,0
90,50,75,"Loose Suppression","No",3,0
60,75,75,"Loose Suppression","No",3,0
75,75,75,"Loose Suppression","No",3,9
90,75,75,"Loose Suppression","No",3,8
60,90,75,"Loose Suppression","No",3,13
75,90,75,"Loose Suppression","No",3,21
90,90,75,"Loose Suppression","No",3,24
60,50,90,"Loose Suppression","No",3,22
75,50,90,"Loose Suppression","No",3,20
90,50,90,"Loose Suppression","No",3,22
60,75,90,"Loose Suppression","No",3,20
75,75,90,"Loose Suppression","No",3,21
90,75,90,"Loose Suppression","No",3,15
60,90,90,"Loose Suppression","No",3,12
75,90,90,"Loose Suppression","No",3,6
90,90,90,"Loose Suppression","No",3,1
60,50,50,"Aggressive Elimination","Yes",4,0
75,50,50,"Aggressive Elimination","Yes",4,0
90,50,50,"Aggressive Elimination","Yes",4,10
60,75,50,"Aggressive Elimination","Yes",4,10
75,75,50,"Aggressive Elimination","Yes",4,5
90,75,50,"Aggressive Elimination","Yes",4,1
60,90,50,"Aggressive Elimination","Yes",4,3
75,90,50,"Aggressive Elimination","Yes",4,0
90,90,50,"Aggressive Elimination","Yes",4,0
60,50,75,"Aggressive Elimination","Yes",4,0
75,50,75,"Aggressive Elimination","Yes",4,0
90,50,75,"Aggressive Elimination","Yes",4,0
60,75,75,"Aggressive Elimination","Yes",4,3
75,75,75,"Aggressive Elimination","Yes",4,5
90,75,75,"Aggressive Elimination","Yes",4,10
60,90,75,"Aggressive Elimination","Yes",4,10
75,90,75,"Aggressive Elimination","Yes",4,9
90,90,75,"Aggressive Elimination","Yes",4,1
60,50,90,"Aggressive Elimination","Yes",4,0
75,50,90,"Aggressive Elimination","Yes",4,4
90,50,90,"Aggressive Elimination","Yes",4,13
60,75,90,"Aggressive Elimination","Yes",4,18
75,75,90,"Aggressive Elimination","Yes",4,14
90,75,90,"Aggressive Elimination","Yes",4,18
60,90,90,"Aggressive Elimination","Yes",4,20
75,90,90,"Aggressive Elimination","Yes",4,19
90,90,90,"Aggressive Elimination","Yes",4,30
60,50,50,"Moderate Elimination","Yes",4,31
75,50,50,"Moderate Elimination","Yes",4,31
90,50,50,"Moderate Elimination","Yes",4,26
60,75,50,"Moderate Elimination","Yes",4,25
75,75,50,"Moderate Elimination","Yes",4,24
90,75,50,"Moderate Elimination","Yes",4,32
60,90,50,"Moderate Elimination","Yes",4,20
75,90,50,"Moderate Elimination","Yes",4,25
90,90,50,"Moderate Elimination","Yes",4,27
60,50,75,"Moderate Elimination","Yes",4,30
75,50,75,"Moderate Elimination","Yes",4,31
90,50,75,"Moderate Elimination","Yes",4,23
60,75,75,"Moderate Elimination","Yes",4,24
75,75,75,"Moderate Elimination","Yes",4,23
90,75,75,"Moderate Elimination","Yes",4,22
60,90,75,"Moderate Elimination","Yes",4,23
75,90,75,"Moderate Elimination","Yes",4,18
90,90,75,"Moderate Elimination","Yes",4,25
60,50,90,"Moderate Elimination","Yes",4,22
75,50,90,"Moderate Elimination","Yes",4,12
90,50,90,"Moderate Elimination","Yes",4,11
60,75,90,"Moderate Elimination","Yes",4,7
75,75,90,"Moderate Elimination","Yes",4,9
90,75,90,"Moderate Elimination","Yes",4,11
60,90,90,"Moderate Elimination","Yes",4,22
75,90,90,"Moderate Elimination","Yes",4,26
90,90,90,"Moderate Elimination","Yes",4,25
60,50,50,"Tight Suppression","Yes",4,32
75,50,50,"Tight Suppression","Yes",4,37
90,50,50,"Tight Suppression","Yes",4,36
60,75,50,"Tight Suppression","Yes",4,28
75,75,50,"Tight Suppression","Yes",4,25
90,75,50,"Tight Suppression","Yes",4,18
60,90,50,"Tight Suppression","Yes",4,29
75,90,50,"Tight Suppression","Yes",4,29
90,90,50,"Tight Suppression","Yes",4,31
60,50,75,"Tight Suppression","Yes",4,35
75,50,75,"Tight Suppression","Yes",4,41
90,50,75,"Tight Suppression","Yes",4,38
60,75,75,"Tight Suppression","Yes",4,47
75,75,75,"Tight Suppression","Yes",4,48
90,75,75,"Tight Suppression","Yes",4,38
60,90,75,"Tight Suppression","Yes",4,31
75,90,75,"Tight Suppression","Yes",4,26
90,90,75,"Tight Suppression","Yes",4,20
60,50,90,"Tight Suppression","Yes",4,14
75,50,90,"Tight Suppression","Yes",4,16
90,50,90,"Tight Suppression","Yes",4,22
60,75,90,"Tight Suppression","Yes",4,23
75,75,90,"Tight Suppression","Yes",4,26
90,75,90,"Tight Suppression","Yes",4,22
60,90,90,"Tight Suppression","Yes",4,29
75,90,90,"Tight Suppression","Yes",4,23
90,90,90,"Tight Suppression","Yes",4,22
60,50,50,"Loose Suppression","Yes",4,17
75,50,50,"Loose Suppression","Yes",4,16
90,50,50,"Loose Suppression","Yes",4,14
60,75,50,"Loose Suppression","Yes",4,16
75,75,50,"Loose Suppression","Yes",4,10
90,75,50,"Loose Suppression","Yes",4,18
60,90,50,"Loose Suppression","Yes",4,10
75,90,50,"Loose Suppression","Yes",4,20
90,90,50,"Loose Suppression","Yes",4,16
60,50,75,"Loose Suppression","Yes",4,18
75,50,75,"Loose Suppression","Yes",4,12
90,50,75,"Loose Suppression","Yes",4,4
60,75,75,"Loose Suppression","Yes",4,0
75,75,75,"Loose Suppression","Yes",4,0
90,75,75,"Loose Suppression","Yes",4,0
60,90,75,"Loose Suppression","Yes",4,7
75,90,75,"Loose Suppression","Yes",4,12
90,90,75,"Loose Suppression","Yes",4,9
60,50,90,"Loose Suppression","Yes",4,7
75,50,90,"Loose Suppression","Yes",4,2
90,50,90,"Loose Suppression","Yes",4,0
60,75,90,"Loose Suppression","Yes",4,2
75,75,90,"Loose Suppression","Yes",4,0
90,75,90,"Loose Suppression","Yes",4,0
60,90,90,"Loose Suppression","Yes",4,5
75,90,90,"Loose Suppression","Yes",4,11
90,90,90,"Loose Suppression","Yes",4,20
60,50,50,"Aggressive Elimination","No",4,26
75,50,50,"Aggressive Elimination","No",4,27
90,50,50,"Aggressive Elimination","No",4,27
60,75,50,"Aggressive Elimination","No",4,21
75,75,50,"Aggressive Elimination","No",4,19
90,75,50,"Aggressive Elimination","No",4,18
60,90,50,"Aggressive Elimination","No",4,12
75,90,50,"Aggressive Elimination","No",4,10
90,90,50,"Aggressive Elimination","No",4,24
60,50,75,"Aggressive Elimination","No",4,29
75,50,75,"Aggressive Elimination","No",4,25
90,50,75,"Aggressive Elimination","No",4,27
60,75,75,"Aggressive Elimination","No",4,29
75,75,75,"Aggressive Elimination","No",4,18
90,75,75,"Aggressive Elimination","No",4,11
60,90,75,"Aggressive Elimination","No",4,11
75,90,75,"Aggressive Elimination","No",4,18
90,90,75,"Aggressive Elimination","No",4,16
60,50,90,"Aggressive Elimination","No",4,20
75,50,90,"Aggressive Elimination","No",4,30
90,50,90,"Aggressive Elimination","No",4,25
60,75,90,"Aggressive Elimination","No",4,30
75,75,90,"Aggressive Elimination","No",4,24
90,75,90,"Aggressive Elimination","No",4,36
60,90,90,"Aggressive Elimination","No",4,26
75,90,90,"Aggressive Elimination","No",4,26
90,90,90,"Aggressive Elimination","No",4,32
60,50,50,"Moderate Elimination","No",4,36
75,50,50,"Moderate Elimination","No",4,31
90,50,50,"Moderate Elimination","No",4,32
60,75,50,"Moderate Elimination","No",4,35
75,75,50,"Moderate Elimination","No",4,30
90,75,50,"Moderate Elimination","No",4,35
60,90,50,"Moderate Elimination","No",4,24
75,90,50,"Moderate Elimination","No",4,19
90,90,50,"Moderate Elimination","No",4,12
60,50,75,"Moderate Elimination","No",4,8
75,50,75,"Moderate Elimination","No",4,11
90,50,75,"Moderate Elimination","No",4,14
60,75,75,"Moderate Elimination","No",4,16
75,75,75,"Moderate Elimination","No",4,15
90,75,75,"Moderate Elimination","No",4,20
60,90,75,"Moderate Elimination","No",4,16
75,90,75,"Moderate Elimination","No",4,9
90,90,75,"Moderate Elimination","No",4,11
60,50,90,"Moderate Elimination","No",4,9
75,50,90,"Moderate Elimination","No",4,18
90,50,90,"Moderate Elimination","No",4,22
60,75,90,"Moderate Elimination","No",4,18
75,75,90,"Moderate Elimination","No",4,24
90,75,90,"Moderate Elimination","No",4,20
60,90,90,"Moderate Elimination","No",4,35
75,90,90,"Moderate Elimination","No",4,41
90,90,90,"Moderate Elimination","No",4,45
60,50,50,"Tight Suppression","No",4,45
75,50,50,"Tight Suppression","No",4,50
90,50,50,"Tight Suppression","No",4,56
60,75,50,"Tight Suppression","No",4,63
75,75,50,"Tight Suppression","No",4,62
90,75,50,"Tight Suppression","No",4,65
60,90,50,"Tight Suppression","No",4,70
75,90,50,"Tight Suppression","No",4,68
90,90,50,"Tight Suppression","No",4,74
60,50,75,"Tight Suppression","No",4,67
75,50,75,"Tight Suppression","No",4,63
90,50,75,"Tight Suppression","No",4,66
60,75,75,"Tight Suppression","No",4,71
75,75,75,"Tight Suppression","No",4,83
90,75,75,"Tight Suppression","No",4,78
60,90,75,"Tight Suppression","No",4,71
75,90,75,"Tight Suppression","No",4,69
90,90,75,"Tight Suppression","No",4,66
60,50,90,"Tight Suppression","No",4,65
75,50,90,"Tight Suppression","No",4,65
90,50,90,"Tight Suppression","No",4,69
60,75,90,"Tight Suppression","No",4,77
75,75,90,"Tight Suppression","No",4,70
90,75,90,"Tight Suppression","No",4,67
60,90,90,"Tight Suppression","No",4,70
75,90,90,"Tight Suppression","No",4,70
90,90,90,"Tight Suppression","No",4,75
60,50,50,"Loose Suppression","No",4,79
75,50,50,"Loose Suppression","No",4,78
90,50,50,"Loose Suppression","No",4,81
60,75,50,"Loose Suppression","No",4,81
75,75,50,"Loose Suppression","No",4,80
90,75,50,"Loose Suppression","No",4,77
60,90,50,"Loose Suppression","No",4,76
75,90,50,"Loose Suppression","No",4,83
90,90,50,"Loose Suppression","No",4,83
60,50,75,"Loose Suppression","No",4,82
75,50,75,"Loose Suppression","No",4,73
90,50,75,"Loose Suppression","No",4,75
60,75,75,"Loose Suppression","No",4,72
75,75,75,"Loose Suppression","No",4,77
90,75,75,"Loose Suppression","No",4,70
60,90,75,"Loose Suppression","No",4,65
75,90,75,"Loose Suppression","No",4,57
90,90,75,"Loose Suppression","No",4,61
60,50,90,"Loose Suppression","No",4,70
75,50,90,"Loose Suppression","No",4,71
90,50,90,"Loose Suppression","No",4,73
60,75,90,"Loose Suppression","No",4,71
75,75,90,"Loose Suppression","No",4,74
90,75,90,"Loose Suppression","No",4,81
60,90,90,"Loose Suppression","No",4,85
75,90,90,"Loose Suppression","No",4,90
90,90,90,"Loose Suppression","No",4,90
60,50,50,"Aggressive Elimination","Yes",5,88
75,50,50,"Aggressive Elimination","Yes",5,84
90,50,50,"Aggressive Elimination","Yes",5,83
60,75,50,"Aggressive Elimination","Yes",5,80
75,75,50,"Aggressive Elimination","Yes",5,83
90,75,50,"Aggressive Elimination","Yes",5,88
60,90,50,"Aggressive Elimination","Yes",5,84
75,90,50,"Aggressive Elimination","Yes",5,76
90,90,50,"Aggressive Elimination","Yes",5,74
60,50,75,"Aggressive Elimination","Yes",5,75
75,50,75,"Aggressive Elimination","Yes",5,74
90,50,75,"Aggressive Elimination","Yes",5,82
60,75,75,"Aggressive Elimination","Yes",5,73
75,75,75,"Aggressive Elimination","Yes",5,59
90,75,75,"Aggressive Elimination","Yes",5,66
60,90,75,"Aggressive Elimination","Yes",5,73
75,90,75,"Aggressive Elimination","Yes",5,79
90,90,75,"Aggressive Elimination","Yes",5,84
60,50,90,"Aggressive Elimination","Yes",5,76
75,50,90,"Aggressive Elimination","Yes",5,73
90,50,90,"Aggressive Elimination","Yes",5,65
60,75,90,"Aggressive Elimination","Yes",5,68
75,75,90,"Aggressive Elimination","Yes",5,73
90,75,90,"Aggressive Elimination","Yes",5,76
60,90,90,"Aggressive Elimination","Yes",5,75
75,90,90,"Aggressive Elimination","Yes",5,72
90,90,90,"Aggressive Elimination","Yes",5,76
60,50,50,"Moderate Elimination","Yes",5,70
75,50,50,"Moderate Elimination","Yes",5,66
90,50,50,"Moderate Elimination","Yes",5,66
60,75,50,"Moderate Elimination","Yes",5,62
75,75,50,"Moderate Elimination","Yes",5,56
90,75,50,"Moderate Elimination","Yes",5,48
60,90,50,"Moderate Elimination","Yes",5,56
75,90,50,"Moderate Elimination","Yes",5,54
90,90,50,"Moderate Elimination","Yes",5,51
60,50,75,"Moderate Elimination","Yes",5,58
75,50,75,"Moderate Elimination","Yes",5,63
90,50,75,"Moderate Elimination","Yes",5,58
60,75,75,"Moderate Elimination","Yes",5,52
75,75,75,"Moderate Elimination","Yes",5,45
90,75,75,"Moderate Elimination","Yes",5,50
60,90,75,"Moderate Elimination","Yes",5,51
75,90,75,"Moderate Elimination","Yes",5,51
90,90,75,"Moderate Elimination","Yes",5,61
60,50,90,"Moderate Elimination","Yes",5,52
75,50,90,"Moderate Elimination","Yes",5,52
90,50,90,"Moderate Elimination","Yes",5,50
60,75,90,"Moderate Elimination","Yes",5,52
75,75,90,"Moderate Elimination","Yes",5,45
90,75,90,"Moderate Elimination","Yes",5,50
60,90,90,"Moderate Elimination","Yes",5,48
75,90,90,"Moderate Elimination","Yes",5,51
90,90,90,"Moderate Elimination","Yes",5,51
60,50,50,"Tight Suppression","Yes",5,50
75,50,50,"Tight Suppression","Yes",5,55
90,50,50,"Tight Suppression","Yes",5,52
60,75,50,"Tight Suppression","Yes",5,49
75,75,50,"Tight Suppression","Yes",5,48
90,75,50,"Tight Suppression","Yes",5,50
60,90,50,"Tight Suppression","Yes",5,45
75,90,50,"Tight Suppression","Yes",5,49
90,90,50,"Tight Suppression","Yes",5,54
60,50,75,"Tight Suppression","Yes",5,47
75,50,75,"Tight Suppression","Yes",5,45
90,50,75,"Tight Suppression","Yes",5,47
60,75,75,"Tight Suppression","Yes",5,43
75,75,75,"Tight Suppression","Yes",5,45
90,75,75,"Tight Suppression","Yes",5,44
60,90,75,"Tight Suppression","Yes",5,56
75,90,75,"Tight Suppression","Yes",5,60
90,90,75,"Tight Suppression","Yes",5,55
60,50,90,"Tight Suppression","Yes",5,56
75,50,90,"Tight Suppression","Yes",5,49
90,50,90,"Tight Suppression","Yes",5,50
60,75,90,"Tight Suppression","Yes",5,57
75,75,90,"Tight Suppression","Yes",5,62
90,75,90,"Tight Suppression","Yes",5,64
60,90,90,"Tight Suppression","Yes",5,63
75,90,90,"Tight Suppression","Yes",5,60
90,90,90,"Tight Suppression","Yes",5,66
60,50,50,"Loose Suppression","Yes",5,68
75,50,50,"Loose Suppression","Yes",5,66
90,50,50,"Loose Suppression","Yes",5,70
60,75,50,"Loose Suppression","Yes",5,70
75,75,50,"Loose Suppression","Yes",5,73
90,75,50,"Loose Suppression","Yes",5,66
60,90,50,"Loose Suppression","Yes",5,62
75,90,50,"Loose Suppression","Yes",5,68
90,90,50,"Loose Suppression","Yes",5,61
60,50,75,"Loose Suppression","Yes",5,59
75,50,75,"Loose Suppression","Yes",5,67
90,50,75,"Loose Suppression","Yes",5,65
60,75,75,"Loose Suppression","Yes",5,66
75,75,75,"Loose Suppression","Yes",5,61
90,75,75,"Loose Suppression","Yes",5,60
60,90,75,"Loose Suppression","Yes",5,60
75,90,75,"Loose Suppression","Yes",5,57
90,90,75,"Loose Suppression","Yes",5,52
60,50,90,"Loose Suppression","Yes",5,56
75,50,90,"Loose Suppression","Yes",5,67
90,50,90,"Loose Suppression","Yes",5,65
60,75,90,"Loose Suppression","Yes",5,60
75,75,90,"Loose Suppression","Yes",5,69
90,75,90,"Loose Suppression","Yes",5,57
60,90,90,"Loose Suppression","Yes",5,58
75,90,90,"Loose Suppression","Yes",5,65
90,90,90,"Loose Suppression","Yes",5,68
60,50,50,"Aggressive Elimination","No",5,72
75,50,50,"Aggressive Elimination","No",5,71
90,50,50,"Aggressive Elimination","No",5,60
60,75,50,"Aggressive Elimination","No",5,47
75,75,50,"Aggressive Elimination","No",5,38
90,75,50,"Aggressive Elimination","No",5,40
60,90,50,"Aggressive Elimination","No",5,46
75,90,50,"Aggressive Elimination","No",5,48
90,90,50,"Aggressive Elimination","No",5,52
60,50,75,"Aggressive Elimination","No",5,58
75,50,75,"Aggressive Elimination","No",5,57
90,50,75,"Aggressive Elimination","No",5,60
60,75,75,"Aggressive Elimination","No",5,60
75,75,75,"Aggressive Elimination","No",5,72
90,75,75,"Aggressive Elimination","No",5,75
60,90,75,"Aggressive Elimination","No",5,77
75,90,75,"Aggressive Elimination","No",5,71
90,90,75,"Aggressive Elimination","No",5,70
60,50,90,"Aggressive Elimination","No",5,64
75,50,90,"Aggressive Elimination","No",5,78
90,50,90,"Aggressive Elimination","No",5,77
60,75,90,"Aggressive Elimination","No",5,71
75,75,90,"Aggressive Elimination","No",5,78
90,75,90,"Aggressive Elimination","No",5,81
60,90,90,"Aggressive Elimination","No",5,83
75,90,90,"Aggressive Elimination","No",5,84
90,90,90,"Aggressive Elimination","No",5,80
60,50,50,"Moderate Elimination","No",5,79
75,50,50,"Moderate Elimination","No",5,76
90,50,50,"Moderate Elimination","No",5,71
60,75,50,"Moderate Elimination","No",5,70
75,75,50,"Moderate Elimination","No",5,70
90,75,50,"Moderate Elimination","No",5,72
60,90,50,"Moderate Elimination","No",5,72
75,90,50,"Moderate Elimination","No",5,66
90,90,50,"Moderate Elimination","No",5,75
60,50,75,"Moderate Elimination","No",5,76
75,50,75,"Moderate Elimination","No",5,81
90,50,75,"Moderate Elimination","No",5,77
60,75,75,"Moderate Elimination","No",5,84
75,75,75,"Moderate Elimination","No",5,87
90,75,75,"Moderate Elimination","No",5,89
60,90,75,"Moderate Elimination","No",5,89
75,90,75,"Moderate Elimination","No",5,81
90,90,75,"Moderate Elimination","No",5,91
60,50,90,"Moderate Elimination","No",5,86
75,50,90,"Moderate Elimination","No",5,84
90,50,90,"Moderate Elimination","No",5,82
60,75,90,"Moderate Elimination","No",5,80
75,75,90,"Moderate Elimination","No",5,79
90,75,90,"Moderate Elimination","No",5,85
60,90,90,"Moderate Elimination","No",5,82
75,90,90,"Moderate Elimination","No",5,88
90,90,90,"Moderate Elimination","No",5,86
60,50,50,"Tight Suppression","No",5,81
75,50,50,"Tight Suppression","No",5,75
90,50,50,"Tight Suppression","No",5,69
60,75,50,"Tight Suppression","No",5,65
75,75,50,"Tight Suppression","No",5,76
90,75,50,"Tight Suppression","No",5,75
60,90,50,"Tight Suppression","No",5,72
75,90,50,"Tight Suppression","No",5,62
90,90,50,"Tight Suppression","No",5,61
60,50,75,"Tight Suppression","No",5,55
75,50,75,"Tight Suppression","No",5,66
90,50,75,"Tight Suppression","No",5,72
60,75,75,"Tight Suppression","No",5,72
75,75,75,"Tight Suppression","No",5,68
90,75,75,"Tight Suppression","No",5,64
60,90,75,"Tight Suppression","No",5,62
75,90,75,"Tight Suppression","No",5,65
90,90,75,"Tight Suppression","No",5,64
60,50,90,"Tight Suppression","No",5,65
75,50,90,"Tight Suppression","No",5,56
90,50,90,"Tight Suppression","No",5,57
60,75,90,"Tight Suppression","No",5,50
75,75,90,"Tight Suppression","No",5,43
90,75,90,"Tight Suppression","No",5,41
60,90,90,"Tight Suppression","No",5,38
75,90,90,"Tight Suppression","No",5,38
90,90,90,"Tight Suppression","No",5,42
60,50,50,"Loose Suppression","No",5,48
75,50,50,"Loose Suppression","No",5,44
90,50,50,"Loose Suppression","No",5,49
60,75,50,"Loose Suppression","No",5,43
75,75,50,"Loose Suppression","No",5,43
90,75,50,"Loose Suppression","No",5,44
60,90,50,"Loose Suppression","No",5,42
75,90,50,"Loose Suppression","No",5,44
90,90,50,"Loose Suppression","No",5,48
60,50,75,"Loose Suppression","No",5,51
75,50,75,"Loose Suppression","No",5,54
90,50,75,"Loose Suppression","No",5,53
60,75,75,"Loose Suppression","No",5,56
75,75,75,"Loose Suppression","No",5,60
90,75,75,"Loose Suppression","No",5,61
60,90,75,"Loose Suppression","No",5,55
75,90,75,"Loose Suppression","No",5,59
90,90,75,"Loose Suppression","No",5,60
60,50,90,"Loose Suppression","No",5,55
75,50,90,"Loose Suppression","No",5,62
90,50,90,"Loose Suppression","No",5,60
60,75,90,"Loose Suppression","No",5,51
75,75,90,"Loose Suppression","No",5,45
90,75,90,"Loose Suppression","No",5,42
60,90,90,"Loose Suppression","No",5,33
75,90,90,"Loose Suppression","No",5,28
90,90,90,"Loose Suppression","No",5,26
60,50,50,"Aggressive Elimination","Yes",6,37
75,50,50,"Aggressive Elimination","Yes",6,36
90,50,50,"Aggressive Elimination","Yes",6,34
